tconst,averageRating,numVotes
tt2058597,6.4,295
tt2058617,6.1,944
tt2058620,5.0,65
tt2058631,7.0,11
tt2058673,5.3,64846
tt2058676,9.1,340
tt2058677,7.0,45
tt2058681,8.9,17
tt2058710,3.5,991
tt2058727,6.0,6
tt2059171,6.3,37932
tt2059179,6.3,18
tt2059193,4.2,565
tt2059224,7.3,45
tt2059244,6.0,654
tt2059255,7.4,25640
tt2059318,5.7,275
tt20597408,5.0,731
tt20603604,4.9,67
tt20603692,7.2,30
tt20604466,3.7,196
tt2060503,7.1,55
tt2060509,6.7,133
tt2060517,5.0,23
tt2060525,5.5,2828
tt20606460,9.1,11
tt2061566,7.2,11
tt2061579,4.6,22
tt2061601,7.2,17
tt2061625,4.4,10
tt2061633,7.0,25
tt2061659,7.7,7
tt2061695,8.2,8
tt2061702,7.8,20200
tt2061712,5.8,10747
tt2061756,6.7,2558
tt2061822,4.1,2373
tt2061869,4.7,2277
tt2062495,6.7,142
tt2062497,6.6,254
tt2062507,4.9,343
tt2062519,6.2,157
tt2062527,6.9,137
tt2062555,7.2,30
tt2062559,5.6,943
tt2062575,6.7,1064
tt2062580,6.2,437
tt2062596,5.3,599
tt2062603,5.2,264
tt2062604,6.9,44
tt2062622,4.7,1867
tt2062636,7.2,31
tt2062659,6.9,36
tt2062661,3.6,3914
tt2062687,6.5,37
tt2062698,6.2,134
tt2062700,5.6,21734
tt2062714,6.7,957
tt20627718,2.8,47
tt2062966,5.0,615
tt2062969,7.0,7062
tt2063008,5.6,1798
tt2063011,5.9,2723
tt2063013,5.5,2083
tt2063014,4.3,166
tt2063612,8.8,71
tt2063618,5.3,346
tt2063626,5.8,335
tt2063641,6.2,31
tt2063666,6.2,6391
tt2063766,8.0,17
tt2063781,6.7,17363
tt2063782,6.2,2450
tt2063796,7.8,121
tt2063804,2.7,485
tt2063819,5.7,72
tt2063824,5.9,12
tt2063842,6.7,629
tt2063876,6.0,313
tt2064704,6.2,222
tt2064724,7.4,10
tt2064836,7.2,22
tt2064854,5.4,35
tt2064858,7.8,17
tt2064864,6.7,795
tt2064891,7.4,39
tt2064905,3.5,857
tt2064923,5.8,16
tt2064926,6.2,18
tt2064954,6.4,11
tt2064968,5.4,13043
tt2064980,4.3,620
tt2064984,3.7,166
tt2065877,6.8,1204
tt2065898,5.5,317
tt2065938,5.5,86
tt2065945,3.0,942
tt2065946,5.9,26
tt2066040,6.8,848
tt2066048,4.1,724
tt2066051,7.3,183881
tt2066062,2.9,295
tt2066069,5.3,102
tt2066116,8.0,30
tt2066123,3.4,247
tt2066129,6.3,30
tt2066133,5.1,427
tt2066141,3.4,474
tt2066155,5.4,11
tt2066169,8.2,16
tt2066176,7.4,6457
tt2066827,5.2,11
tt2066857,5.3,69
tt2066900,4.8,37
tt2066995,2.7,40
tt2067001,6.4,15
tt20672490,5.0,3089
tt20673790,5.3,257
tt2068997,7.5,72
tt2069002,8.4,10
tt2069017,7.2,15
tt2069020,7.4,9
tt2069100,7.4,8340
tt2069708,6.4,722
tt2069756,3.8,423
tt2069797,5.7,7973
tt2069798,4.2,377
tt2069818,5.4,8
tt2069839,8.5,9
tt2069861,8.8,13
tt2069870,4.8,8
tt2069882,1.7,189
tt2069887,4.3,463
tt2069913,6.1,65
tt2069915,5.6,32
tt2069920,6.3,102
tt2069948,4.8,243
tt2069955,4.2,1898
tt2069956,7.9,16
tt2069957,6.5,62
tt2069961,6.2,42
tt2069977,8.2,11
tt2069979,5.8,31
tt2069984,7.8,186
tt2069985,7.2,422
tt2070513,7.8,21
tt2070597,6.2,1736
tt2070604,4.9,1119
tt2070649,8.0,19423
tt2070701,5.2,155
tt2070742,5.7,62
tt2070759,3.2,166
tt2070773,8.0,77
tt2070776,6.8,12526
tt2070794,7.0,9
tt2070800,6.8,21
tt2070831,1.3,548
tt2070852,4.4,486
tt2070855,8.2,229
tt2070862,4.9,12262
tt2070874,5.7,415
tt2070882,8.1,76
tt2070883,5.3,132
tt2070897,4.2,429
tt2071421,6.4,25
tt2071441,6.0,1989
tt2071445,3.0,388
tt2071465,6.0,150
tt2071466,6.8,719
tt2071471,4.6,277
tt2071476,7.9,19
tt2071477,6.7,69
tt2071483,7.9,24
tt2071490,4.6,103
tt2071491,1.4,4720
tt2071550,6.2,30702
tt2071554,9.8,7
tt2071567,3.4,172
tt2071582,5.3,465
tt2071591,6.8,74
tt2071601,6.5,284
tt2071613,7.2,11147
tt2071628,5.0,1155
tt2071648,4.2,1215
tt2071661,5.2,117
tt2072029,4.0,1168
tt2072040,6.1,47
tt2072055,6.4,36
tt2072059,6.9,17
tt2072066,3.2,348
tt2072078,6.9,36
tt2072081,5.5,9
tt2072090,7.7,29
tt2072126,5.5,46
tt2072134,4.5,733
tt2072145,6.1,1183
tt2072155,4.3,145
tt2072164,4.6,383
tt2072189,7.9,8
tt2072193,6.0,44
tt2072220,6.3,2841
tt2072227,7.3,10368
tt2072230,5.0,14783
tt2072233,5.6,33527
tt2072241,6.2,1186
tt2072257,7.0,12
tt2072263,5.8,654
tt2072268,4.8,527
tt2072277,7.8,46
tt2072293,4.8,17
tt2072303,4.5,26
tt20726444,2.0,296
tt2072933,5.6,4695
tt2072939,4.6,205
tt2072962,6.8,1833
tt2072979,4.6,352
tt2072985,5.9,45
tt2073016,7.3,3698
tt2073048,6.4,43
tt2073058,6.3,309
tt2073070,7.1,4316
tt2073086,7.4,4511
tt2073091,3.8,217
tt2073093,5.0,169
tt2073099,6.6,14
tt2073121,5.7,1511
tt2073129,7.1,24
tt2073131,4.2,239
tt2073137,5.0,653
tt2073138,3.8,378
tt2073154,4.4,222
tt2073516,7.1,103
tt2073520,6.3,794
tt2073540,5.6,16
tt2073548,6.5,43
tt2073564,6.4,978
tt2073584,6.0,7
tt2073600,7.4,2479
tt2073613,7.3,17
tt2073616,6.8,153
tt2073661,4.7,836
tt2073672,6.4,196
tt2073681,7.1,68
tt2074334,6.7,282
tt2074336,5.1,128
tt2075078,4.8,270
tt2075088,6.6,28
tt2075098,5.7,8
tt2075107,5.8,81
tt2075108,8.1,5709
tt2075121,6.6,375
tt2075144,7.9,66
tt2075172,5.4,807
tt2075178,5.7,28
tt20752126,5.9,90
tt20752228,7.0,63
tt2075232,6.8,273
tt2075234,6.3,234
tt2075241,4.9,193
tt20752590,5.7,287
tt2075259,7.0,32
tt2075261,3.8,20
tt2075263,6.1,357
tt2075278,8.6,8
tt2075280,3.3,233
tt2075292,4.6,153
tt2075296,6.2,42
tt2075298,5.8,13
tt2075305,3.1,51
tt2075309,8.3,15
tt2075310,4.7,192
tt2075313,6.8,13
tt2075318,5.6,1222
tt2075328,6.2,77
tt2075341,3.7,202
tt2075350,5.3,102
tt2075376,5.8,66
tt2075385,2.2,45
tt2075392,5.8,146
tt2076176,6.9,3095
tt2076205,6.8,65
tt2076216,3.7,806
tt2076220,7.0,47779
tt2076223,3.2,692
tt2076251,5.7,1258
tt2076264,6.7,7
tt2076268,5.6,154
tt2076298,7.0,34896
tt2076307,6.0,168
tt2076346,5.3,1422
tt2076356,6.7,66
tt2076372,5.0,1388
tt2076384,6.0,60
tt20765376,6.6,57
tt2076779,3.6,34
tt2076782,5.5,73
tt2076794,3.4,97
tt2076799,5.2,259
tt2076802,3.7,68
tt2076822,5.7,53246
tt2076826,4.8,496
tt2076850,6.1,4640
tt2076862,5.9,1379
tt2076866,4.1,169
tt2076871,5.6,998
tt2076875,6.8,42
tt2076876,7.9,32
tt2076879,8.7,9
tt2076897,6.5,3316
tt2076916,7.0,9
tt2076926,4.0,277
tt20769484,5.4,37
tt2076954,5.9,89
tt2076959,5.0,82
tt2076961,8.1,10
tt2076974,6.0,15
tt2076977,8.0,93
tt20770780,9.5,12
tt20771626,5.7,488
tt20772084,5.8,10
tt20774018,3.7,41
tt2077677,6.3,396
tt2077703,6.7,371
tt2077707,7.7,12
tt2077716,5.5,360
tt2077721,7.0,1704
tt2077772,4.6,298
tt2077819,5.0,69
tt20778224,5.2,43
tt2077828,3.4,290
tt2077833,5.8,23239
tt2077851,6.7,12064
tt2077871,4.8,10
tt2077886,8.8,9585
tt20782072,5.1,7227
tt20782088,7.3,20
tt2078523,5.8,566
tt2078549,3.6,708
tt2078552,6.0,4504
tt2078553,5.4,47
tt2078586,7.3,2417
tt2078599,7.3,2804
tt2078608,5.1,14
tt2078613,3.0,349
tt2078626,4.8,123
tt2078644,7.7,1904
tt2078651,6.8,99
tt2078667,6.2,663
tt2078709,6.2,40
tt2078717,6.2,23
tt2078718,5.3,4702
tt2078733,5.9,1475
tt2078757,4.2,27
tt2078768,6.2,1730
tt20788760,4.2,1348
tt2079591,7.2,12
tt2079597,6.9,70
tt2079614,5.6,163
tt2080308,6.7,7
tt2080337,6.8,287
tt2080355,5.6,118
tt2080356,2.9,93
tt2080369,5.2,8
tt2080374,7.2,174170
tt2080418,4.2,638
tt2081167,6.4,979
tt2081178,3.4,567
tt2081194,4.4,3815
tt2081252,4.5,20
tt2081259,5.6,1426
tt2081266,5.7,360
tt2081273,7.6,16
tt2081274,5.1,887
tt2081299,7.3,26
tt2081306,6.8,18
tt2081311,5.5,468
tt2081314,3.2,152
tt2081335,3.7,62
tt2081343,3.7,177
tt2081348,4.3,86
tt2081360,6.5,97
tt2081367,4.1,791
tt2081374,4.3,832
tt2081437,5.9,8977
tt20816202,5.2,713
tt2081882,7.4,40
tt2082152,4.5,3082
tt2082155,6.9,453
tt2082156,4.2,700
tt2082162,5.3,33
tt2082180,7.7,10636
tt2082197,8.1,84425
tt2082221,7.0,7001
tt2082262,5.7,4320
tt2082335,5.5,43
tt2082344,6.6,11
tt2082410,5.1,594
tt2082415,5.7,4178
tt2082429,4.6,151
tt2082478,4.7,107
tt2082482,7.3,49
tt2082496,7.2,1109
tt2082507,9.0,50
tt2083135,6.1,873
tt2083144,5.6,318
tt2083174,6.5,84
tt2083223,8.2,9
tt2083231,5.1,4894
tt2083294,6.2,1317
tt2083301,6.4,15
tt2083320,6.4,1982
tt2083332,6.2,544
tt2083347,9.0,10
tt2083355,6.6,16512
tt2083379,5.6,6177
tt2083383,6.8,66497
tt2083385,3.9,130
tt20834844,7.9,39
tt20835552,4.2,530
tt20836442,5.6,83
tt20838498,6.3,1729
tt2083931,6.3,209
tt2083995,7.2,277
tt20840000,7.6,3733
tt2084012,3.5,14
tt2084078,8.1,46
tt2084093,5.3,1151
tt2084098,6.9,1276
tt2084102,6.4,82
tt2084810,7.0,33
tt2084827,6.0,214
tt2084847,7.0,9
tt2084868,7.0,182
tt20848732,8.4,9
tt20848778,5.9,11
tt20848830,5.6,218
tt2084883,5.8,111
tt2084885,4.0,420
tt2084913,5.7,514
tt2084934,4.9,1572
tt2084951,5.3,52
tt2084952,5.8,418
tt2084970,8.0,793765
tt2084977,7.2,5063
tt2084981,6.8,74
tt2084984,2.7,154
tt2084989,6.5,34375
tt2084997,5.0,224
tt2085002,6.4,2218
tt20850406,8.6,61432
tt20851874,6.8,1842
tt20852180,7.0,10
tt20852992,7.6,11
tt20853816,3.9,479
tt20854842,7.3,4142
tt20855236,7.0,120
tt2085746,7.0,310
tt2085751,8.0,37
tt2085752,5.3,1868
tt2085756,6.3,28
tt2085765,6.7,654
tt2085785,6.8,16
tt2085787,6.7,25
tt2085795,7.0,2262
tt2085800,6.5,27
tt2085806,6.0,90
tt2085832,7.6,84
tt2085850,6.1,9
tt2085866,6.0,149
tt2085869,6.9,21
tt2085883,6.1,208
tt2085893,7.1,212
tt2085894,6.8,74
tt2085905,5.4,21
tt2085917,5.3,42
tt2085927,4.9,225
tt2085928,7.4,11
tt2085930,5.8,11669
tt20859392,5.9,41
tt20859464,6.6,6298
tt2085976,7.4,18
tt20860096,3.0,178
tt20860322,4.3,46
tt20861100,5.4,67
tt20861742,3.7,336
tt20864704,5.9,942
tt20864716,7.0,218
tt20865118,3.9,225
tt20865464,9.5,33
tt2086799,5.6,610
tt2086805,5.5,61
tt2086806,2.7,175
tt2086812,6.4,78
tt2086815,4.3,177
tt2086826,7.7,54
tt2086829,6.2,27
tt2086830,6.7,1758
tt2086840,6.7,39
tt2086846,5.4,19
tt20868642,5.0,119
tt2086873,6.5,90
tt2086880,5.4,11
tt2086881,6.8,33
tt2086885,5.0,60
tt2086905,6.9,18
tt20869378,5.2,41
tt2086938,7.5,170
tt2086942,6.5,46
tt2086948,6.3,26
tt2086953,6.1,89
tt20872274,5.6,19
tt2087720,4.2,608
tt20877264,6.9,121
tt2087850,5.3,8505
tt2087864,6.7,164
tt2087867,6.9,11
tt2087937,1.7,234
tt2087939,8.2,24
tt2087982,6.8,85
tt2087989,3.5,306
tt2088003,5.4,34495
tt2088012,7.3,1216
tt2088832,4.9,772
tt2088838,6.4,69
tt2088840,6.1,182
tt2088869,4.3,6745
tt2088871,5.5,959
tt2088888,3.5,190
tt2088893,6.4,1711
tt2088903,5.7,262
tt2088907,5.0,42
tt2088923,2.3,1927
tt2088924,6.2,502
tt2088950,5.6,5420
tt2088957,7.1,38
tt2088962,5.4,730
tt2088980,5.1,103
tt2089624,6.0,169
tt2089625,6.3,22
tt2089653,5.7,232
tt2089664,6.3,49
tt2089691,6.9,16
tt2089716,5.6,53
tt2089720,6.8,102
tt2089721,7.3,68
tt2089723,6.6,195
tt2089750,5.3,4134
tt2089789,5.3,44
tt2089833,8.2,14
tt2089847,7.2,134
tt2089863,3.1,220
tt2089864,5.0,114
tt20899704,6.4,12
tt2090447,5.3,260
tt2090465,6.1,14539
tt2090488,4.9,905
tt2090494,5.8,59
tt2090497,6.1,840
tt2090501,8.6,14
tt2090626,8.6,9
tt2090629,3.5,1821
tt20912248,3.9,359
tt2091235,7.3,2191
tt2091243,4.5,593
tt2091256,6.2,30598
tt2091258,6.6,84
tt2091288,4.4,210
tt2091295,6.7,323
tt2091301,6.1,48
tt2091311,5.9,68
tt2091312,6.5,74
tt2091317,5.0,61
tt2091318,6.6,1572
tt2091325,4.5,5268
tt2091327,4.3,2526
tt2091343,4.9,297
tt2091368,5.7,437
tt2091387,6.0,121
tt2091423,3.9,200
tt2091427,6.0,718
tt2091455,3.0,824
tt2091459,7.0,53
tt2091473,6.6,39108
tt2091478,5.1,12379
tt20917338,6.2,6340
tt2091864,8.3,10
tt2091866,7.1,40
tt2091880,5.4,729
tt2091883,7.7,12
tt2091885,3.8,282
tt2091893,5.5,170
tt2091935,6.3,58572
tt2091947,5.4,394
tt2091956,7.3,42
tt2091964,7.7,9
tt2091987,7.0,72
tt2092011,6.3,5240
tt2093044,2.6,495
tt2093056,5.3,591
tt2093073,6.4,48
tt2093074,7.4,21
tt2093099,3.7,141
tt2093100,7.4,1294
tt2093107,4.2,27
tt2093174,8.9,12
tt2093187,7.1,41
tt2093193,6.3,67
tt2093194,5.9,328
tt2093206,8.9,46
tt2093214,8.1,14
tt2093216,5.7,12
tt2093225,7.1,17
tt2093235,8.0,78
tt2093255,2.5,202
tt2093256,6.4,233
tt2093269,5.2,46
tt2093270,5.9,8654
tt2093280,2.6,263
tt2093928,6.8,67
tt2093944,4.4,3360
tt2093968,8.1,23
tt2093977,5.6,6351
tt2093980,4.1,59
tt2093988,8.1,10
tt2093990,6.4,6386
tt2093991,6.4,14743
tt2093995,6.4,3441
tt2094018,6.4,30312
tt2094034,5.6,368
tt2094052,5.0,389
tt2094064,7.0,16915
tt2094070,7.1,15
tt2094091,7.0,65
tt2094094,7.0,31
tt2094154,6.1,28
tt2094155,5.5,683
tt2094188,6.9,17
tt2094195,4.8,159
tt2094744,6.6,21
tt2094748,5.6,1105
tt2094760,3.8,46
tt2094762,4.8,924
tt2094766,5.6,204154
tt2094767,5.6,2408
tt2094769,8.0,18
tt2094790,6.8,20
tt2094807,9.8,9
tt2094810,4.9,413
tt2094825,2.9,248
tt2094829,5.5,44
tt2094872,5.4,316
tt2094877,6.4,6678
tt2094890,6.5,1249
tt2094903,6.6,11
tt2094904,5.6,13
tt2094943,6.8,88
tt2094955,5.2,198
tt2094963,8.5,13
tt2094969,6.1,97
tt2094975,6.5,8
tt2094984,6.8,142
tt2095004,3.9,1316
tt2095568,4.4,1674
tt2095602,3.7,27
tt2095647,4.9,444
tt2095649,5.7,20705
tt2095657,6.5,138
tt2095670,5.7,19
tt2095684,5.4,796
tt2095713,5.3,754
tt2095714,8.0,8
tt2095717,8.7,77
tt2095742,3.0,910
tt2095762,4.4,203
tt2095764,6.5,92
tt2095813,3.7,58
tt2095824,4.5,62
tt2095832,4.8,145
tt2096461,6.4,99
tt2096480,4.9,167
tt2096485,6.1,162
tt2096658,6.3,7
tt2096672,5.6,141672
tt2096673,8.1,743993
tt2097245,5.7,755
tt2097267,6.1,69
tt2097298,7.4,40616
tt2097307,6.1,36952
tt2097331,6.1,9697
tt2097333,3.6,429
tt2097827,5.3,58
tt2097994,5.2,17
tt2098627,4.4,1538
tt2098628,6.1,1609
tt2098669,3.9,426
tt2098699,6.0,8
tt2098737,7.2,114
tt2098781,5.7,751
tt2098791,5.3,53
tt2098799,5.5,405
tt2098843,7.9,81
tt2099556,5.7,14781
tt2099577,5.3,148
tt2099633,3.2,136
tt2099643,7.6,102
tt2099662,6.7,50
tt2099731,3.2,21
tt2099779,7.5,11
tt2099784,5.8,10
tt2099788,6.2,258
tt21001662,5.7,18
tt21001736,5.0,32
tt2100376,4.6,1005
tt2100382,4.6,281
tt2100411,5.1,452
tt2100558,3.3,130
tt2100562,6.5,208
tt2100573,5.1,933
tt2100623,6.6,360
tt2100624,1.6,459
tt2100675,8.2,37
tt2101341,6.4,69251
tt2101383,5.6,28399
tt2101388,6.6,94
tt2101390,6.3,146
tt2101403,8.3,9
tt2101405,8.5,289
tt2101441,5.3,145874
tt2101473,7.2,40819
tt2101507,4.3,1068
tt2101509,6.9,382
tt2101569,6.9,31763
tt2101570,5.7,12796
tt2102288,8.4,15
tt2102396,6.3,3617
tt2102465,6.5,1382
tt2102472,6.1,1958
tt2102475,6.9,187
tt2102496,4.4,8064
tt2102497,6.2,66
tt2102499,6.5,1211
tt2102500,4.1,214
tt2102502,5.1,524
tt2102504,8.6,15
tt2102509,6.7,87
tt21025396,8.1,31
tt21026586,5.6,1901
tt21028740,4.8,435
tt21028846,6.7,299
tt21028848,4.6,922
tt21030216,3.7,161
tt21030232,4.6,672
tt21030240,2.6,108
tt2103159,5.6,40
tt2103166,3.0,226
tt2103171,6.4,767
tt2103203,6.4,687
tt2103204,6.9,80
tt2103217,6.1,39183
tt2103254,4.9,53393
tt2103264,6.5,14518
tt2103267,6.2,35706
tt2103275,6.1,57
tt2103278,8.4,21
tt2103281,7.6,453849
tt21034768,8.2,21
tt2103997,3.2,1003
tt2104053,6.4,53
tt2104060,6.9,53
tt21040858,8.4,7
tt2104115,5.9,130
tt21041972,6.4,985
tt21042306,6.0,102
tt21042588,4.5,1911
tt21044524,4.0,307
tt21045742,5.1,3706
tt21047794,6.8,119
tt21047870,7.2,907
tt2104837,4.5,2431
tt2104841,6.5,140
tt2104857,5.3,125
tt2104908,6.9,231
tt2104959,5.8,17
tt2104985,3.2,299
tt2105044,5.8,65610
tt2105055,5.9,30
tt2105067,5.9,9
tt21051458,6.7,1907
tt21053530,2.2,363
tt21057454,3.8,302
tt21059394,6.8,3147
tt21059844,8.8,75
tt21060202,6.4,58
tt21060300,4.0,25
tt21062614,6.1,34
tt2106284,6.7,2170
tt2106292,6.3,328
tt2106300,5.6,31
tt2106321,6.0,679
tt2106361,5.8,70298
tt2106377,6.8,23
tt2106383,6.4,651
tt2106411,6.6,662
tt2106414,5.6,13
tt2106420,5.7,535
tt2106440,3.2,731
tt2106460,6.7,389
tt2106476,8.3,344602
tt2106480,4.0,59
tt2106514,4.4,784
tt2106519,5.6,288
tt2106529,5.6,1566
tt21065316,2.6,250
tt2106537,5.6,6270
tt2106550,6.1,5687
tt2106557,6.0,201
tt2106577,2.3,291
tt2106590,5.1,83
tt2106613,5.2,8
tt2106616,2.9,164
tt2106651,6.3,62150
tt2106670,5.7,1619
tt2106671,7.2,3803
tt2106675,2.8,1193
tt2106696,6.2,21
tt2106712,4.5,76
tt2106739,6.0,2765
tt2106741,6.5,2286
tt2106744,6.6,589
tt2106749,2.9,435
tt2106772,8.0,8
tt2106774,5.5,29
tt21072246,6.3,74
tt21072952,9.0,9
tt21073770,6.7,123
tt2107644,5.7,81
tt2107648,5.6,4339
tt2107764,8.0,27
tt21078040,4.8,226
tt2107835,6.2,730
tt2107838,7.7,26
tt2107844,6.7,43
tt2107851,7.3,575
tt2107861,5.4,6041
tt21078728,5.0,319
tt2108180,8.4,22
tt21083296,8.5,19
tt21084334,7.4,416
tt21084354,7.7,12
tt2108465,5.3,62
tt2108511,7.3,16
tt2108531,7.4,22
tt2108535,4.1,284
tt2108538,5.2,182
tt2108541,5.4,103
tt2108593,4.9,141
tt2108605,2.9,592
tt2108629,5.6,123
tt2108651,7.8,187
tt21090492,7.4,66
tt2109087,6.1,1097
tt2109127,2.8,600
tt2109141,4.8,154
tt2109176,7.0,13
tt2109184,4.6,68613
tt2109197,6.0,42
tt2109208,5.8,176
tt2109223,8.3,7
tt2109245,6.3,172
tt2109248,5.6,324152
tt21093976,9.2,1306
tt21094076,5.8,150
tt21094994,4.6,4642
tt21097864,5.2,65
tt21098780,6.5,10
tt2110388,4.5,599
tt21104674,5.0,349
tt21106646,2.8,8230
tt21109538,6.6,1608
tt21110704,6.6,213
tt2111260,7.7,10
tt2111266,6.5,53
tt2111274,5.9,22
tt2111292,4.5,95
tt2111297,5.2,97
tt2111306,6.5,63
tt2111347,6.0,14
tt2111368,6.8,15
tt2111392,5.1,6215
tt2111398,6.3,12
tt2111404,5.2,64
tt21114402,4.6,298
tt21114474,6.1,71
tt2111458,8.2,190
tt2111466,5.0,649
tt2111490,6.6,12
tt2111495,3.9,20
tt21115444,6.9,377
tt21116308,6.3,382
tt21116524,7.4,30
tt21116728,4.5,249
tt2112096,5.4,12947
tt2112097,8.7,12
tt2112102,7.9,9
tt2112124,6.1,58960
tt2112129,6.4,987
tt2112131,4.8,19340
tt2112136,6.3,512
tt2112143,4.8,152
tt2112209,6.4,115
tt2112210,6.1,10135
tt2112214,4.3,21
tt2112217,6.2,108
tt2112219,6.4,277
tt2112244,3.0,7
tt2112276,6.1,116
tt2112277,4.5,3292
tt2112285,7.2,76
tt2112287,5.5,6039
tt2112293,6.3,5276
tt2112300,4.8,14
tt2112307,2.1,382
tt2112308,6.2,68
tt2112316,7.2,11
tt2112326,7.6,10
tt2112328,7.0,34
tt2112331,4.3,1152
tt2112335,4.4,23
tt2112902,7.2,24
tt2112949,5.1,49
tt2112954,7.6,7
tt2112968,5.5,58
tt2112981,7.5,86
tt2112982,4.6,36
tt2113032,7.0,10
tt2113075,7.5,5659
tt2113091,7.0,1209
tt2113095,6.2,12
tt2113588,6.8,312
tt2113600,8.8,11
tt2113636,5.8,2252
tt2113638,3.3,19
tt2113644,6.3,542
tt2113659,6.5,3577
tt2113666,6.9,51
tt2113681,7.0,41735
tt2113685,4.5,195
tt2113754,5.9,12
tt2113768,7.5,1553
tt2113792,3.8,2154
tt2113806,7.4,17
tt2113809,6.1,2563
tt2113820,6.5,3237
tt2113822,6.9,3604
tt21138322,6.7,366
tt21142926,6.6,2320
tt2114338,5.2,8
tt2114358,6.4,2132
tt2114375,8.0,806
tt2114377,6.0,10
tt2114398,6.7,139
tt2114410,5.3,140
tt2114417,6.8,292
tt2114461,4.3,2285
tt2114482,7.8,9
tt2114504,4.2,4372
tt21146674,6.6,111
tt21147534,7.5,28
tt21148942,5.9,115
tt21149522,5.8,1299
tt21149558,5.5,495
tt21150244,5.4,9
tt2115295,6.2,11567
tt2115308,5.2,89
tt2115311,7.2,21
tt21153268,8.7,132
tt21153628,4.7,223
tt2115378,4.9,104
tt2115388,6.5,1756
tt2115420,7.1,710
tt2115426,6.6,1042
tt21154728,7.6,96
tt21157874,6.4,37
tt21158494,6.8,61
tt21159002,7.0,5
tt21160112,4.1,41
tt21160260,5.6,25
tt21163400,6.2,68
tt2116849,5.5,17
tt2116909,3.0,69
tt2116973,6.6,75
tt2116974,6.4,2839
tt2117815,5.8,11
tt2117824,4.8,10
tt2117839,5.0,69
tt2117932,7.1,9
tt2117953,5.0,35
tt2117958,5.3,15
tt2117969,6.5,10
tt2117979,4.6,165
tt2118024,6.5,136
tt2118624,6.5,49079
tt2118659,5.6,197
tt2118667,6.1,854
tt2118669,6.8,2364
tt2118689,6.6,1387
tt2118694,4.3,126
tt2118701,6.3,854
tt2118707,7.6,24
tt2118727,4.5,217
tt2118739,7.5,34
tt2118741,4.3,41
tt21187542,7.0,1003
tt21187588,7.4,8
tt2118760,3.1,129
tt2118771,5.6,51
tt21187744,8.9,29
tt2118775,5.5,4389
tt21188978,4.6,136
tt21190172,6.8,38
tt2119379,8.2,25
tt2119383,6.5,210
tt2119392,5.3,11
tt2119404,4.2,1039
tt2119439,6.3,111
tt2119440,8.4,7
tt2119455,6.8,26
tt2119467,4.4,251
tt2119471,9.0,8
tt2119474,4.7,7150
tt2119532,8.1,556443
tt2119535,9.6,6
tt2119543,6.1,53732
tt2119552,6.6,20
tt21195548,5.9,2638
tt2119555,8.2,37
tt21198440,6.4,18
tt21198718,6.1,87
tt21199996,4.3,466
tt2120025,3.5,355
tt2120057,4.7,833
tt2120075,5.4,97
tt2120088,5.8,473
tt21200998,4.4,120
tt2120111,8.2,40
tt2120120,5.6,151951
tt2120144,7.9,52
tt21201696,4.5,122
tt21206344,8.8,97
tt2120844,6.9,69
tt2120857,3.2,180
tt21209532,8.4,16
tt21209668,3.4,28
tt21210124,4.8,7
tt21210720,4.6,115
tt21211282,8.1,18
tt2121267,7.0,12
tt21212718,6.1,97
tt2121286,6.5,425
tt2121304,6.3,1474
tt2121377,5.2,1947
tt2121382,7.2,62871
tt21214842,2.5,88
tt21215056,5.6,1568
tt21216020,5.8,15
tt21216666,3.5,35
tt2121730,5.9,21
tt2121839,3.7,592
tt21220802,3.1,311
tt21220892,3.3,113
tt21222434,4.5,1280
tt21222512,7.5,25
tt2122283,6.0,4498
tt21223048,6.2,366
tt2122313,5.8,2689
tt2122355,4.0,256
tt2122424,4.2,2125
tt2122426,6.8,29
tt2122443,6.8,202
tt2122470,5.9,41
tt2122484,6.1,28
tt2122518,6.5,1358
tt21226774,4.7,834
tt21226804,6.8,143
tt21226876,6.3,133
tt21228936,7.1,77
tt21229186,3.5,17
tt21229840,7.9,25
tt21230074,7.6,676
tt21230216,5.7,24
tt2123129,7.4,5945
tt2123136,5.8,46
tt2123145,3.3,105
tt2123146,5.5,7458
tt2123169,6.7,25
tt2123170,2.3,690
tt2123174,4.1,347
tt2123207,4.0,50
tt21232594,6.6,18
tt2123265,7.3,47
tt2123276,4.9,10
tt2123294,6.6,388
tt2123342,5.8,1096
tt21237030,5.1,9333
tt21237578,5.5,363
tt21238288,6.8,2867
tt2123884,4.6,1539
tt2123899,6.8,56
tt2123919,7.2,17
tt2123924,6.5,27
tt2124014,5.6,257
tt2124046,6.0,460
tt2124065,8.7,11
tt2124074,5.7,3483
tt2124077,4.3,23
tt2124162,6.4,48
tt2124180,5.5,364
tt2124181,7.6,117
tt2124186,6.4,3309
tt21242364,4.3,17
tt21243618,5.8,265
tt21243636,4.1,458
tt21244614,5.4,93
tt2124733,8.6,10
tt2124768,7.3,49
tt2124779,7.0,13
tt2124782,5.2,177
tt2124785,5.7,22
tt2124787,4.7,16385
tt2124826,7.2,23
tt2124829,6.3,235
tt2124845,6.5,22
tt2124926,4.6,150
tt2124953,8.3,29
tt2124959,6.0,694
tt2124973,5.2,147
tt2124990,6.3,19
tt21250176,5.1,2860
tt2125425,6.8,1511
tt2125430,5.7,217
tt2125435,7.2,84246
tt21254710,5.4,226
tt2125472,4.3,931
